Pagina,Tipo_Evasion,Texto_Detectado,Contexto_80chars,Personas_en_Pagina
2748,Don't know,not sure,ocal Palm Beach girls would come over to the house while he was there but youre not sure if he had a massage from any of those girls. A: Exactly. Q: And what would he d,Jeffrey Epstein; Alan Dershowitz
2765,Objection,objection,"ONFIDENTIAL sentenced not later than October 26, 2007. The United States has no objection to Epstein self-reporting to begin serving his sentence not later than January",
2766,Fifth Amendment,Fifth Amendment,nvestigation. Epstein further userts and certifies that ho understands that the Fifth Amendment and Rule 7a of the Federal Rules of Criminal Procedure provide that all felonie,
2772,Don't know,not sure,"emented after July 25th, 2006, in 11 the investigative incident report 12 A. Im not sure if it was updated or not. 13 MR. PAGLIUCA: I dont know if we want to 14 mark th",
2787,Don't know,not sure,om the 5 home 6 MS. SCHULTZ: Object to form and 7 foundation. 8 THE WITNESS: Im not sure. Not to my 9 knowledge. 10 BY MS. SCHULTZ: 11 Q. Okay. No one ever came to you,Ghislaine Maxwell
2789,Decline to answer,refuse to answer,"redacted version DE 264-1. Yet again at her second deposition, she continued to refuse to answer key questions. As a result, on July 29, 2016, Ms. Giuffre was forced to file a",Jeffrey Epstein
2810,I don't recall,do not recall,"asmine or som eth i ng along those 17 lines , Sha na Casman 18 19 A. Q . No , I do not recall . Do you remember a friend of yours being in 20 the room when you spoke w ith t",
2811,I don't recall,do not remember,. 14 suite 15 16 17 18 A. Q. A . Q. And which stairwell did you go up to his I do not remember. Was it the stairs off by the kitchen I do not recall. And when you went into h,
2811,I don't recall,do not recall,"did you go up to his I do not remember. Was it the stairs off by the kitchen I do not recall. And when you went into h is bedroom, were 19 you under the belief that it was",
2812,Don't know,do not know,perience have any massage A . I do no t -- I can t speak to her expe rience . I do not know . She was no t really a friend of mine. Barely an acquaintance. We maybe spoke,
2813,I don't recall,do not recall,c t to form and foundation. THE WITNESS: It sounds like a fam iliar scenario. I do not recall at this time. 24 BY MR . EDWARDS: 25 Q . O kay . MAGNA LEG .AL S E RVIC E S Cas,
2831,Fifth Amendment,Fifth Amendment,this case. Ms . Kellen sat for her deposition last week wherein she invoked the Fifth Amendment when asked about Defendants involvement in Epsteins sex trafficking ring along,
2842,Fifth Amendment,Fifth Amendment,"e allowed to testify so that Ms. Giuffre can obtain adverse inferences from his Fifth Amendment invocations. and Esplin should be allowed to testify, via deposition, because t",Jeffrey Epstein
2844,Fifth Amendment,Fifth Amendment,"called for purposes of securing an adverse inference from his invocation of his Fifth Amendment right against self-incrimination. In these circumstances, live testimony will n",
2846,Decline to answer,refuse to answer,"either live or via deposition, to have him invoke his Fifth Amendment right to refuse to answer pivotal questions in this case. The jury should then, in its discretion, be per",Jeffrey Epstein
2846,Fifth Amendment,Fifth Amendment,ions and provide useful information. Epstein answered questions by invoking his Fifth Amendment right against selfincrimination. answered questions after her recollection abou,Jeffrey Epstein
2846,Fifth Amendment,Fifth Amendment,"be permitted to call him, either live or via deposition, to have him invoke his Fifth Amendment right to refuse to answer pivotal questions in this case. The jury should then,",Jeffrey Epstein
2846,Fifth Amendment,Fifth Amendment,"trict court in making a determination about whether to allow the jury to hear a Fifth Amendment invocation. LiButti, 107 F.3d at 12324. The Second Circuit emphasized, however,",Jeffrey Epstein
2847,Objection,objection,"n should be denied. To be clear, as part of calling Epstein, Ms. Giuffre has no objection to the jury being given appropriate cautionary instructions about the adverse i",Jeffrey Epstein
2847,Fifth Amendment,Fifth Amendment,", 2013 WL 6800226, at 11 S.D.N.Y. Dec. 19, 2013 drawing negative inference when Fifth Amendment invoked by a prominent figure in the case, report and recommendation adopted ,",Jeffrey Epstein
2850,Objection,objection,is simply inadmissible is clearly overbroad. The Court will need to address any objection to admission of the police report in the context of the particular occasion in,
2868,Objection,objection,"and, 15 therefore, that may be a different answer, 16 so thats part of my form objection. ll ,,. C:.CLL, Ulay, ,11dfll. yuu. 18 BY MS. EZELL: 19 Q. When I asked you abo",
2873,Objection,Objection,"you would say, not surprised 5 wife youve seen a naked woman before. MS. EZELL: Objection, form. 6 A. Yes. MR . WLLITS: Object to the form of the 7 Q. And I assume that",
2873,Objection,Objection,of a 13 consider to be unusual or overly aggressive. naked woman 14 MS. EZELL: Objection to form. A. t was somebody --somebody that was a 15 BY MR. CRITTON: visitor in,
2877,Objection,Objection,"ve the name and then a phone number names on her computer 17 A, Yes, MS. EZELL: Objection to form. 18 Q. And was that something that was THE WITNESS: All the calls that",
2877,Objection,Objection,"ter A. Only Sarah, Mrs. Maxwell, and the staff 14 A. Yes. house. 15 MS. EZELL : Objection, form. Q. Staff house being yours 16 BY MR. CR ITTON: A. The guest house, yes,",
2878,Objection,Objection,"wledge whatsoever. Is that true A. 1 nars correa:. H I llll; ll us., MS. EZELL: Objection, form. 18 MR. WILUTS : Object to the form. BY MR. CRITTON: 19 BY MR . CRITTON:",
2880,Objection,Objection,"ho we re described as having given massages knowledge whatsoever 6 MR. EDWARDS: Objection. A. Thats correct. 7 MS. EZELL: Objection, form. MR. EDWARDS: Form. 8 TrlE WITN",
2880,Objection,Objection,"s knowledge whatsoever 6 MR. EDWARDS: Objection. A. Thats correct. 7 MS. EZELL: Objection, form. MR. EDWARDS: Form. 8 TrlE WITNESS: Sir, I have to clarify BY MR . CRITTO",
2885,Objection,Objection,". HOROWITT: Form. 21 Rodriguez, or Alfredo, or sir, could you get me MS. EZELL: Objection, form. 22 out of here BY MR. CRITTON: 23 A. No, sir. Q. When C.W. brought indiv",
2887,Objection,objection,"ns. 19 online and read some artides andor what the MR. CRITTO N: Is that a form objection 20 police report may have said, that is, youve read MR. HOROWm: Youre exceeding",
2889,Objection,Objection,"of a naked nude woman to be 22 pornography 23 MR. HOROWITZ: Form. 24 MS. EZELL: Objection, form. 25 THE WITNESS: I consider well, if its Page 416 1 a frontal picture its",
2889,Objection,Objection,". -0 VI Olly y1 VI.Cly :,lVI,:: ll ,u, __ ,._ u ,_,. . 17 A. Yes. 18 MS. EZELL: Objection, form. 19 MR. EDWARDS: Form. 20 MR. HOROwm: Form. 21 BY MR. CRfTTON: 22 Q. The",
2892,Fifth Amendment,fifth amendment,1 Issues concerning if Mr. Epstein should be required to appear to invoke this fifth amendment rights will be addressed in Response to Plaintiffs Motion to Present Testimony,Jeffrey Epstein; Ghislaine Maxwell
2910,Objection,Objection,4 break your legs. And your response was: All of 15 the above. 16 MR. PAGLIUCA: Objection. 17 BY MR. EDWARDS: 18 Q. Do you remember those type of things 19 MR. PAGLIUCA:,Jeffrey Epstein
2929,Objection,Objection,"Page 39 1 talking on the phone about Frederic Fekkai 2 A. Yes. 3 MS. MENNINGER: Objection, leading. 4 BY MS. McCAWLEY: 5 Q. What did you hear 6 A. I heard him call someo",
2930,Objection,Objection,"d you ever bring other girls over as 15 Maxwell had requested 16 MS. MENNINGER: Objection, leading, 17 hearsay, form. 18 THE WITNESS: One time. 19 BY MS. McCAWLEY: 20 Q.",
2954,Objection,Objection,"g that 10 Virginia Roberts claims were, quote, obvious 11 lies 12 MR. PAGLIUCA: Objection to the 13 form and foundation. 14 Q. You can answer. 15 A. You need to reask me",
2954,Objection,Objection,"ting that Virginia 20 Roberts claims were, quote, obvious lies 21 MR. PAGLIUCA: Objection to the 22 form and foundation. 23 A. Can you ask it a different way, 24 please",
2955,Objection,Objection,"ated that 6 Virginia Roberts claims were, quote, obvious 7 lies 8 MR. PAGLIUCA: Objection to the 9 form and foundation. 10 A. So my lawyer, Philip Barden 11 instructed R",Jeffrey Epstein
2955,Objection,Objection,"sexual 18 contact with Virginia while Virginia was 19 underage 20 MR. PAGLIUCA: Objection to the 21 form and foundation. 22 A. Can you ask the question again, 23 please",Jeffrey Epstein
2964,Objection,Objection,"eriod when these underage girls 18 were visiting Jeffreys home 19 MR. PAGLIUCA: Objection to the 20 form and foundation. 21 A. I was not -- what year, I need 22 years. 2",
2964,Don't know,not sure,"I was not -- what year, I need 22 years. 23 Q. How about lets say 2005 24 A. Im not sure I was at the house at 25 all in 2005, maybe one day, maybe. MAGNA LEGAL SERVICE",
3008,Objection,objection,"other applicable privileges. Ms. Giuffre is withholding documents based on this objection. Specifically, Ms. Giuffre is withholding documents reflecting the engagements",
3009,Objection,objection,"res; l. Anthony Figueroa; m. Ron Eppinger Response to Request No. 5 Ms. Giuffre objection to this request on the grounds that it is overly broad and unduly burdensome, p",Jeffrey Epstein; Ghislaine Maxwell
3029,Objection,objection,"include documents from anyone associated with you based on the above referenced objection. 36. All Documents relating to massages, including but not limited to any Docum",Jeffrey Epstein
3038,Objection,objection,the documents sought are not related to her witness testimony in this case. The objection reads: Ransome further objects to this request in that the face of the request,Jeffrey Epstein; Ghislaine Maxwell
3086,Don't know,not sure,G roff 06020 ial 0:3 PM Hi Lesley The good news is that I got your ema il. I am not sure what happened the first time but I think I m ust have deleted it by mistake as,Jeffrey Epstein
3100,Objection,objection,"inspection may serve on the party or attorney designated in the subpo a written objection to inspecting, copying. testing. or sampling any or all of the materials or 10",
3100,Objection,objection,roducing electrOflically stored infonnation in the form or forms requested. The objection must be served before the earlier oflhe time specified for compliance or 14 day,
3100,Objection,objection,"lhe time specified for compliance or 14 days after the subpoena h, served. lfan objection is made ; the following rules apply: I At any time, on notice to the commanded",
3106,Fifth Amendment,Fifth Amendment,"posed by the parties on November 10, 2016. At that depos ition, he asserted his Fifth Amendment privilege and declined to answer all substantive questions posed to him during",Jeffrey Epstein; Ghislaine Maxwell
3106,Fifth Amendment,Fifth Amendment,"ry 2, 2017 under seal. 2 Mr. Epsteins good faith basis for his assertion of his Fifth Amendment privilege remains unabated. As plaintiff is well aware, it is Mr. Epsteins inte",Jeffrey Epstein; Ghislaine Maxwell
3106,Fifth Amendment,Fifth Amendment,"f he is called as a witness at the trial of this case, to once again assert his Fifth Amendment privilege 1 Mr. Epstein agreed to have his attorney accept service of the subpo",Jeffrey Epstein; Ghislaine Maxwell
3107,Fifth Amendment,Fifth Amendment,"e, this Court should not require Mr. Epstein to physically appear to assert his Fifth Amendment privilege in front of the jury. While it may be true that there is no blanket p",
3107,Fifth Amendment,Fifth Amendment,"et prohibition in all civil cases against calling a witness who will assert his Fifth Amendment privilege, see, e.g., Brinks, Inc. v. City of New York, 717 F.2d 700, 708-10 2d",
3107,Fifth Amendment,Fifth Amendment,"Instead, the propriety of requiring a witness to appear at trial to invoke his Fifth Amendment rights in front of a jury must be evaluated on a case-by-case basis. The trial",
3107,Fifth Amendment,Fifth Amendment,"mit plaintiff to maximize and dramatize the moment by calling witness to assert Fifth Amendment privilege in front of jury; see also Brinks , 717 F.2d at 715 Winter, J., disse",
3107,Fifth Amendment,Fifth Amendment,"approximately 600 separate questions, to all of which Mr. Epstein asserted his Fifth Amendment privilege. No different result would obtain were Mr. Epstein forced to take the",
3107,Fifth Amendment,Fifth Amendment,nt result would obtain were Mr. Epstein forced to take the stand and assert his Fifth Amendment privilege in front of the jury. Plaintiff seeks to call Mr. Epstein as a witnes,
3108,Fifth Amendment,Fifth Amendment,rse inferences against defendant Maxwell based on Mr. Epsteins assertion of the Fifth Amendment privilege with respect to various questions. Whether or not such adverse infere,
3108,Fifth Amendment,Fifth Amendment,jury to answer the very same questions as to which he has already asserted his Fifth Amendment privilege during sworn video-recorded testimony will add nothing to the ultimat,
3108,Fifth Amendment,Fifth Amendment,to draw adverse inferences against a party based on a witness invocation of his Fifth Amendment privilege: 1. The Nature of the Relevant Relationships: While no particular rel,
3109,Fifth Amendment,Fifth Amendment,"cs in original. In her motion seeking to present Mr. Epsteins assertions of his Fifth Amendment privilege in response to various questions, plaintiff has argued why these fact",Jeffrey Epstein
3109,Fifth Amendment,Fifth Amendment,ein Testimony at 2-11. Requiring Mr. Epstein to appear personally to assert his Fifth Amendment privilege in front of the jury has no potential whatsoever to add to or detract,Jeffrey Epstein
3109,Fifth Amendment,Fifth Amendment,adverse inference inferences should be drawn from the witness invocation of the Fifth Amendment at his deposition. Nothing will be added to the adverse inference inquiry by re,Jeffrey Epstein
3109,Fifth Amendment,Fifth Amendment,"nference inquiry by requiring Mr. Epstein to appear personally and reassert his Fifth Amendment privilege in front of the jury, nor would the jury be aided in 4 Case 1:15-cv-0",Jeffrey Epstein
3110,Fifth Amendment,Fifth Amendment,hich should be followed in this case. While requiring Mr. Epstein to invoke his Fifth Amendment privilege in front of the jury will yield not even a marginal benefit to either,
3110,Fifth Amendment,Fifth Amendment,"know, he resides in the Virgin Islands. 3 Because Mr. Epsteins assertion of his Fifth Amendment privilege at 3 Mr. Epsteins residence in the Virgin Islands provides an additio",
3111,Fifth Amendment,Fifth Amendment,"eds. Here, forcing Mr. Epstein, a nonparty, to travel to New York to assert his Fifth Amendment privilege in front of the jury would add no value to either plaintiffs or defen",
3111,Fifth Amendment,Fifth Amendment,"efendants case beyond whatever may be afforded by Mr. Epsteins assertion of his Fifth Amendment privilege at his video deposition, nor would Mr. Epsteins personal appearance a",
3113,Fifth Amendment,Fifth Amendment,"Moreover, presenting Mr. Epsteins deposition testimony in which he asserted his Fifth Amendment privilege in response to questioning regarding plaintiffs allegations would com",
3113,Fifth Amendment,Fifth Amendment,"ness was available in lieu of personal appearance before the jury to assert the Fifth Amendment privilege. The Court, stressing that the determination must be made on a case-b",
3113,Fifth Amendment,Fifth Amendment,"the issues in this case, presenting those questions and Mr. Epsteins responsive Fifth Amendment invocation to the jury would be substantially more prejudicial than probative:",
3114,Fifth Amendment,Fifth Amendment,ition to Motion to Present Epstein Testimony at 12. Requiring Mr. Epsteins live Fifth Amendment invocation in front of the jury in response to the very same questions would be,Jeffrey Epstein
3153,Fifth Amendment,Fifth Amendment,"3 Epstein will invoke the Fifth Amendment, if permitted by this Court, does not constitute exceptional circumstances that",
3155,Fifth Amendment,Fifth Amendment,"not respond to the questions posed to them. The first, Mr. Epstein, invoked his Fifth Amendment right against self-incrimination. The second, was reluctant to be deposed and f",Jeffrey Epstein
3155,Fifth Amendment,Fifth Amendment,ffrey Epstein was compelled to sit for a deposition during which he invoked his Fifth Amendment rights as to each and every question posed to him by counsel for both Plaintiff,Jeffrey Epstein
3156,Fifth Amendment,Fifth Amendment,"6 Because of his invocation of his Fifth Amendment right to remain silent, there actually is no deposition testimony to designate.",
3157,Fifth Amendment,Fifth Amendment,"t Ms. Maxwell based on Jeffrey Epstein, a non-party witnesss, invocation of the Fifth Amendment. Such an adverse inference is impermissible in this case. Under Fed. R. Evid. 5",Jeffrey Epstein
3157,Fifth Amendment,Fifth Amendment,"35. Under New York law, the general rule is that a non-partys invocation of the Fifth Amendment privilege cannot be used as to create an adverse inference against a party. Acc",Jeffrey Epstein
3158,Fifth Amendment,Fifth Amendment,"e, who is the alter ego of his or her corporate employer, refuses to testify on Fifth Amendment grounds. . . . The second of these exceptions deals with the situation when the",
3158,Fifth Amendment,Fifth Amendment,se exceptions deals with the situation when the nonparty who asserts his or her Fifth Amendment privilege and refuses to testify is a material witness in a particular partys c,
3159,Fifth Amendment,Fifth Amendment,"a party to a civil action is permitted based on a non-partys invocation of the Fifth Amendment in LiButti v. United States, 107 F.3d 110, 124 2d Cir. 1997. In that case, duri",
3159,Fifth Amendment,Fifth Amendment,adverse inference against the Plaintiff based on her fathers invocation of the Fifth Amendment Privilege. The Court held that the issue of the admissibility of a non-partys i,
3159,Fifth Amendment,Fifth Amendment,ourt held that the issue of the admissibility of a non-partys invocation of the Fifth Amendment privilege against self-incrimination in the course of civil litigation and the,
3161,Fifth Amendment,Fifth Amendment,should have been given based on a settling joint-tortfeasors invocation of the Fifth Amendment because it was relevant to apportionment of fault and damages. If any adverse i,
3161,Fifth Amendment,Fifth Amendment,n adverse inference against a party based on the partys own invocation of their Fifth Amendment rights still permit that inference only if independent evidence exists of the f,
3180,Objection,objection,identiality agreement. MR. PAGLIUCA: And we can have -- you can have a standing objection to that on those grounds related to any question I ask about the settlement agr,
3207,Fifth Amendment,Fifth Amendment,"uce any documents in this matter or provide any testimony, instead invoking his Fifth Amendment privilege, there is no manner in which Ms. Maxwell could require Mr. Epstein to",
3250,Don't know,not sure,"1. MR. GEE: Thats right, Judge. So lets go back to the original allegations. Im not sure exactly what are the original allegations. I have no doubt that the recipients",
3250,Don't know,not sure,"1. MR. GEE: Thats right, Judge. So lets go back to the original allegations. Im not sure exactly what are the original allegations. I have no doubt that the recipients",
3294,Objection,objection,"was signed in violation of Rule 11b. We do not mean to stand on some technical objection to the motion. For one, Rule 37a1 is not a technical rule; it is a mandatory pr",
3313,Objection,objection,"g whether questioning is somehow repetitive. Defense counsel can simply note an objection to that effect, and the deposition will move forward. See Fed. R. Civ. P. 30c2.",
3331,Don't know,not sure,lity designation from the Emails; and counsel has indicated that Ms. Giuffre is not sure whether she will seek to remove the confidentiality designation from the Ransom,Virginia Giuffre
3474,Objection,objection,3 no specific objection is asserted in response to each individual request. Inadvertent identification,
3497,Objection,Objection,"TE OF SERVICE I certify that on February 13, 2017, I electronically served this Objection to Subpoena via Email on the following. Laura A. Menninger Jeffrey S. Pagliuca",Jeffrey Epstein; Ghislaine Maxwell
3551,Objection,I object,. When did you first recruit a female 4 to work for Mr. Epstein 5 MR. PAGLIUCA: I object to the form 6 and foundation of the question. I 7 believe this is confidential,
3553,Objection,I object,d you first 24 recruit a female to work for Mr. Epstein 25 MR. PAGLIUCA: Again. I object to Case 1:15-cv-07433-LAP Document 1335-1 Filed 010924 Page 9 of 465,
3566,Objection,Objection,"icipate in a massage with Jeffrey Epstein 9 and another female 10 MR. PAGLIUCA: Objection. Do not 11 answer that question. Again, to the 12 extent you are asking for som",Jeffrey Epstein
3590,Objection,objection,arcinkova 21 MR. PAGLIUCA: You need to give me 22 a break so I can interpose an objection. 23 Object to the form and foundation. 24 Q. You can answer. 25 A. What was the,
3591,Objection,objection,he form 9 and foundation. 10 Q. Girls under the age of 18 11 MR. PAGLIUCA: Same objection. 12 A. I have no idea. 13 Q. Was Nadia involved with sex with 14 Jeffrey and gi,
3591,Objection,objection,ved with sex with 14 Jeffrey and girls over the age of 18 15 MR. PAGLIUCA: Same objection. 16 A. I have no idea. 17 Q. Did Nadia recruit other girls for 18 sex with Jeff,
3597,Objection,Objection,"ey is masturbating, having 17 intercourse, any of those things 18 MR. PAGLIUCA: Objection. Form and 19 foundation. 20 To the extent any of this is asking 21 for to your",Jeffrey Epstein
3603,Objection,Objection,Page 58 1 G Maxwell - Confidential 2 massage 3 MR. PAGLIUCA: Objection to the 4 form and foundation. 5 A. No. 6 Q. Did you ever instruct Virginia 7 Ro,
3603,Objection,Objection,Did you ever instruct Virginia 7 Roberts to have sex with Glenn 8 MR. PAGLIUCA: Objection to the 9 form and foundation. 10 A. I have never instructed Virginia to 11 have,
3603,Objection,Objection,y ever. 12 Q. How old was Eva Anderson when she 13 met Jeffrey 14 MR. PAGLIUCA: Objection to the 15 form and foundation. 16 A. I have no idea. 17 Q. Whats she under the,
3603,Objection,Objection,ion. 16 A. I have no idea. 17 Q. Whats she under the age of 18 18 MR. PAGLIUCA: Objection to the 19 form and foundation. 20 A. I just testified I have idea how 21 old sh,
3605,Objection,Objection,"3 telephones. 4 Q. Did you ever ask her to rub 5 Jeffreys feet 6 MR. PAGLIUCA: Objection to the 7 form and foundation. 8 A. I believe that I have read that, 9 but I don",
3607,Objection,Objection,"had nonconsensual sex 20 with anybody. 21 Q. Not Annie Farmer 22 MR. PAGLIUCA: Objection. 23 A. I just testified I never had 24 nonconsensual sex with anybody ever, at",Annie Farmer
3608,Objection,Objection,"th anybody. 9 Q. Did you introduce Johanna to Prince 10 Andrew 11 MR. PAGLIUCA: Objection to the 12 form and foundation. 13 A. Ive, again, read that Johanna 14 claimed t",Prince Andrew
3609,Objection,Objection,"d, 9 Jeffrey did. 10 Q. Did Emmy ever have sex with 11 Jeffrey 12 MR. PAGLIUCA: Objection to the 13 form and foundation. 14 A. How would I know what somebody else 15 did",
3612,Objection,Objection,"Page 67 1 G Maxwell - Confidential 2 MR. PAGLIUCA: Objection to the 3 form and foundation. 4 A. What are you asking me 5 Q. Did Emmy, was it",
3613,Objection,Objection,Virginia 7 Roberts duties were when she was with Mr. 8 Epstein 9 MR. PAGLIUCA: Objection to the 10 form and foundation. 11 A. I believe that Virginia was a 12 masseuse.,
3613,Objection,Objection,. Was Virginia required to dress up 14 in any way for massages 15 MR. PAGLIUCA: Objection to the 16 form and foundation. 17 A. I have no idea. 18 Q. Did you provide Virg,
3615,Objection,Objection,Maxwell - Confidential 2 that you kept in the Palm Beach house 3 MR. PAGLIUCA: Objection to the 4 form and foundation. 5 A. First of all what do you mean. 6 Q. A laundr,
3615,Objection,Objection,you mean. 6 Q. A laundry basket that contained sex 7 toys in it 8 MR. PAGLIUCA: Objection to the 9 form and foundation. 10 A. Can you ask the question again 11 Q. Did yo,
3615,Objection,Objection,"t that 12 contained sex toys in it, in the Palm Beach 13 House 14 MR. PAGLIUCA: Objection to the 15 form and foundation. 16 Q. Did you have a laundry basket of 17 sex to",
3615,Objection,objection,e a laundry basket of 17 sex toys in the Palm Beach house 18 MR. PAGLIUCA: Same objection. 19 Q. You can answer. 20 A. I dont recollect anything about a 21 laundry baske,
3616,Objection,Objection,as of 11 an electronic nature that would be used 12 during sex 13 MR. PAGLIUCA: Objection to the 14 form and foundation. 15 A. I have no idea what you are 16 referring t,
3619,Objection,Objection,recollection 3 that you had a laundry basket full of sex 4 toys 5 MR. PAGLIUCA: Objection to the 6 form and foundation. 7 A. First I have to read this. 8 Q. Sure. 9 MS.,
3620,Objection,Objection,sage appointments with Jeffrey Epstein 14 and Virginia Roberts 15 MR. PAGLIUCA: Objection to the 16 form and foundation. 17 A. No. 18 Q. Were you ever present to view a,Jeffrey Epstein
3621,Objection,Objection,d you help her obtain an 13 apartment in Palm Beach to live in 14 MR. PAGLIUCA: Objection to the 15 form and foundation. 16 Q. Was that part of your 17 responsibilities,Jeffrey Epstein
3622,Objection,Objection,"Page 77 1 G Maxwell - Confidential 2 MR. PAGLIUCA: Objection to the 3 form and foundation. 4 A. I dont know what that means, 5 masseuse obli",Jeffrey Epstein
3622,Objection,Objection,"ginia come over 21 to the house in Palm Beach to give massages 22 MR. PAGLIUCA: Objection to the 23 form and foundation. 24 A. Ask the question again, please. 25 Q. How",Jeffrey Epstein
3623,Objection,Objection,a day on an average 17 day would Jeffrey Epstein get a massage 18 MR. PAGLIUCA: Objection to the 19 form and foundation. 20 A. When I was at the house and when I 21 was,Jeffrey Epstein
3624,Objection,Objection,"Page 79 1 G Maxwell - Confidential 2 four or five 3 MR. PAGLIUCA: Objection to the 4 form and foundation. 5 A. When I was present at the house, I 6 never s",
3624,Objection,Objection,t all times to come 9 to the house if Jeffrey wanted her there 10 MR. PAGLIUCA: Objection to the 11 form and foundation. 12 A. I have no idea of the arrangements 13 that,
3624,Objection,Objection,"rk, 15 would Virginia sleep at Jeffreys mansion in 16 New York 17 MR. PAGLIUCA: Objection to the 18 form and foundation. 19 A. I dont recollect her being in New 20 York",
3624,Objection,Objection,You dont ever remember seeing 22 Virginia Roberts in New York 23 MR. PAGLIUCA: Objection to the 24 form and foundation. 25 A. I would barely recollect her at Case 1:15-,
3625,Objection,Objection,at the 23 New York mansion when Prince Andrew came to 24 visit 25 MR. PAGLIUCA: Objection to the Case 1:15-cv-07433-LAP Document 1335-1 Filed 010924 Page 81 of 465,Prince Andrew
3626,Objection,Objection,"eing at the house at all. 5 Q. How many homes does Jeffrey have 6 MR. PAGLIUCA: Objection to the 7 form and foundation. 8 A. When I was working for him, I think 9 he had",
3626,Objection,Objection,ix maybe. 10 Q. Would Virginia stay with him in 11 those homes 12 MR. PAGLIUCA: Objection to the 13 form and foundation. 14 A. I can only testify for when I was 15 prese,
3626,Objection,Objection,u train Virginia on how to 22 recruit other girls for massages 23 MR. PAGLIUCA: Objection to the 24 form and foundation. 25 A. No. Case 1:15-cv-07433-LAP Document 1335-1,
3627,Objection,Objection,ia on how to 3 recruit other girls to perform sexual 4 massages 5 MR. PAGLIUCA: Objection to the 6 form and foundation. 7 A. No. And its absurd and her entire 8 story is,
3627,Objection,Objection,y like to have his 12 nipples pinched during sexual encounters 13 MR. PAGLIUCA: Objection to form 14 and foundation. 15 A. Im not referring to any advice on 16 my counse,
3628,Objection,Objection,were assaulted 19 sexually by Jeffrey Epstein during massages 20 MR. PAGLIUCA: Objection to the 21 form and foundation. 22 A. I read the police report. Thats 23 all I c,Jeffrey Epstein
3629,Objection,Objection,"eriod when these underage girls 18 were visiting Jeffreys home 19 MR. PAGLIUCA: Objection to the 20 form and foundation. 21 A. I was not -- what year, I need 22 years. 2",
3629,Don't know,not sure,"I was not -- what year, I need 22 years. 23 Q. How about lets say 2005 24 A. Im not sure I was at the house at 25 all in 2005, maybe one day, maybe. Case 1:15-cv-07433-",
3632,Objection,Objection,10 were required to give sexual massages to 11 Jeffrey Epstein 12 MR. PAGLIUCA: Objection to the 13 form and foundation. This has been 14 asked and answered already. Now,Jeffrey Epstein
3634,Objection,Objection,Beach home during the 12 years that you were working with him 13 MR. PAGLIUCA: Objection to the 14 form and foundation. You can answer if 15 you have knowledge. 16 A. I,
3635,Don't know,do not know,"d I 22 will repeat, I was in the house very limited 23 times, very few times. I do not know what 24 you are referring to. Ive read these 25 reports but based on the lies t",Jeffrey Epstein
3637,Objection,Objection,"Would you take a call for 6 example and book a massage for him 7 MR. PAGLIUCA: Objection to the 8 form and foundation. 9 Q. You can answer. 10 A. Typically, that was no",
3637,Objection,Objection,"s would do that. 14 Q. From time to time you had to do 15 that 16 MR. PAGLIUCA: Objection to the 17 form and foundation. 18 A. Like I said, typically it was 19 somebody",
3637,Objection,Objection,2 that you were responsible for giving him a 23 sexual massage 24 MR. PAGLIUCA: Objection to the 25 form and foundation and I instruct you Case 1:15-cv-07433-LAP Documen,
3641,Objection,Objection,girls to take the pressure 23 off you to have sex with Jeffrey 24 MR. PAGLIUCA: Objection to the 25 form and foundation. Case 1:15-cv-07433-LAP Document 1335-1 Filed 010,
3642,Objection,Objection,n to introduce her to Jeffrey to 17 provide him with a massage 18 MR. PAGLIUCA: Objection to the 19 form and foundation. 20 A. Run that past me one more time. 21 Q. Did,
3642,Objection,objection,ondon to introduce her to Jeffrey to 23 perform a massage 24 MR. PAGLIUCA: Same objection. 25 A. Are you asking me if I met anybody Case 1:15-cv-07433-LAP Document 1335-,
3643,Objection,Objection,"tes, that were brought to 14 Jeffreys home to perform massages 15 MR. PAGLIUCA: Objection to the 16 form and foundation. 17 A. Females, what age are we talking 18 Q. Any",
3643,Objection,Objection,of any age that were at Jeffreys 23 home to perform a massage 24 MR. PAGLIUCA: Objection to the 25 form and foundation. Case 1:15-cv-07433-LAP Document 1335-1 Filed 010,
3644,Objection,Objection,e by Jean Luc Brunel 16 for the purposes of providing massages 17 MR. PAGLIUCA: Objection to the 18 form and foundation. 19 A. I am not aware of Jean Luc bringing 20 gir,
3644,Objection,Objection,eign 23 girls who are under the age of 18 at 24 Jeffreys homes 25 MR. PAGLIUCA: Objection to the Case 1:15-cv-07433-LAP Document 1335-1 Filed 010924 Page 100 of 465,
3645,Objection,Objection,"rey, was it Jeffreys 11 preference to start a massage with sex 12 MR. PAGLIUCA: Objection to the 13 form and foundation. 14 A. I think you should ask that 15 question of",
3647,Objection,I object,"forming for Jeffrey, was that your sole 11 income at that time 12 MR. PAGLIUCA: I object to the 13 form. Im also going to instruct you 14 not to answer about sources of",
3650,Objection,I object,"know she is a serial liar so I cant testify 18 to what she did or didnt do. So I object to 19 that characterization of her. So repeat the 20 question, please. 21 Q. Ca",
3652,Don't know,do not know,wer but how -- yeah. 10 Q. Do you know how Jeffery met Prince 11 Andrew 12 A. I do not know Jeffrey met Prince 13 Andrew. What I do know is that I did not 14 introduce the,Jeffrey Epstein; Prince Andrew
